,filename,turn,utterance,low_similarity,important
0,PP24.txt,1,A: こんにちは、わたしは誕生日が七夕なんですが、いつ頃誕生日なんでしたっけ？,0,1
0,PP24.txt,2,B: こんにちは。七夕、ロマンチックですね！私はクリスマスイブです。,0,0
0,PP24.txt,3,A: クリスマスもまたロマンチックで！最近は何をされているんですか？,0,0
0,PP24.txt,4,B: 誕生日とイブのお祝いが一緒で、昔は嫌でしたが今は嬉しいですね。最近は、薬剤師の仕事を始めました。,0,0
0,PP24.txt,5,A: 薬剤師をされてたんですね、わたしはホームヘルパーなので、お世話になることがあるかもしれません。,0,1
0,PP24.txt,6,B: そうなんですね！ヘルパーさんも、色々な人のお世話で大変ではないですか？,0,0
0,PP24.txt,7,A: そうですね、体力を使うので体を鍛えていたら、胸板が厚くなりました。,0,0
0,PP24.txt,8,B: それは素晴らしいですね。私も生まれてからずっと長野なので、雪かき得意なんです。なので、腕の力には自信があります。,0,0
0,PP24.txt,9,A: 長野なんですか、私は山梨出身で、やはり地元の方言を聴くと落ち着きますよね。,0,0
0,PP24.txt,10,B: 隣県にお住まいだったんですね！山梨は、よく観光で行ったりしますよ。,0,0
0,PP24.txt,11,A: そうですか、わたしも長野はよく行く県ですね。,0,0
0,PP24.txt,12,B: そうなんですか。では今度いつか、ご一緒出来たら良いですね。,0,0
